7.464569969550412054e+01,2.504469407561429328e-01,-2.843692819688570239e-01
7.310615740283054720e+01,2.693808670643074166e-01,2.781328055068144067e-05
7.296262805416064623e+01,2.514297889167749767e-01,1.339199905460493056e-01
7.359865139730042927e+01,2.492549203015106962e-01,-7.460398272827228894e-02
7.401936520015937049e+01,2.911610089503242627e-01,-2.963784408090992528e-01
7.278799549198367913e+01,1.718867040026659798e-01,6.441124010854855086e-01
7.387994725247895644e+01,2.828465968227867888e-01,-3.091193449133826654e-01
7.347826901074461148e+01,1.757055672713245531e-01,6.066734699752522886e-01
7.254199030102351742e+01,1.958618425781510353e-01,5.937591315141927950e-01
7.441082562661659949e+01,2.212221077928269997e-01,1.227661595479405676e-01
7.427723007139266542e+01,2.368752014531615435e-01,1.098303131843252345e-01
7.361351807821425552e+01,2.874158255319667621e-01,-1.972690570284165723e-01
7.450020132259166417e+01,2.646057530571031546e-01,-2.115854296238048882e-01
7.455960773128890651e+01,2.603293497737456663e-01,-2.961998777359431401e-01
7.363737094380131509e+01,2.360691072536872104e-01,3.237540972255548155e-01
7.272450719087989057e+01,2.537037962476034192e-01,3.112664700501488468e-01
7.303430238113887185e+01,2.276130521732037948e-01,2.426740415615551427e-01
7.439084481468240995e+01,2.704868097250148762e-01,-3.279370039049780416e-01
7.306966189927037192e+01,2.426552375673672324e-01,1.546937693013701320e-01
7.386853340064169515e+01,2.559856288427533322e-01,1.210200639607563744e-01
7.280679033544640788e+01,2.543413356331505892e-01,2.421585660831881981e-01
7.335127848901680636e+01,2.178864737754232228e-01,4.874888911534132063e-01
7.338516783033799129e+01,1.805653599031323275e-01,6.047986323003105014e-01
7.287188858003975156e+01,1.762891282405416593e-01,6.221212391998314217e-01
7.285162031776987135e+01,2.590319434765707696e-01,2.804566585183891902e-01
7.382622946692183064e+01,2.823549150988119982e-01,-2.378722709393343848e-01
7.396413904154532304e+01,2.005166662435931557e-01,2.142657658643196683e-01
7.263416306000158329e+01,1.914975526174297893e-01,6.178296855126887976e-01
7.418989909900889756e+01,2.056499343148806558e-01,2.367370696952617593e-01
7.376378464093613729e+01,2.075836134635527241e-01,1.859353587474652514e-01
7.278389504853554115e+01,2.081740864436856520e-01,4.520648753316400814e-01
7.270663378002167576e+01,2.228388528451412109e-01,4.119175856370080879e-01
7.267751982826972323e+01,2.188929115271614489e-01,5.781345097654559950e-01
7.376090464279130288e+01,2.271298182097175877e-01,5.050418574353532364e-02
7.330514214918201787e+01,1.822336186552721282e-01,4.730019767706954426e-01
7.335064119590217047e+01,1.832317723298710899e-01,4.557225115824241612e-01
7.320019906101228457e+01,2.603118399760754320e-01,2.426590264728885060e-01
7.447515404284233398e+01,2.474424325495965249e-01,-1.028554104181762519e-01
7.445976739707067793e+01,2.396417685274132570e-01,-4.577476672833347138e-02
7.365659056086956014e+01,2.532746287607328117e-01,1.909625638037200090e-01
7.439693317574540288e+01,2.358987154856174717e-01,-9.627969923472567970e-02
7.276858366202445438e+01,2.425565762111230317e-01,4.154013336493589392e-01
7.384101453771094725e+01,2.791021989589487773e-01,-1.209791084123428284e-01
7.275106902201078185e+01,2.302576174392178820e-01,5.039973180173777934e-01
7.366055283954055710e+01,2.202879092940228933e-01,3.845376812937892907e-01
7.379405564604098799e+01,1.953701212129427267e-01,2.890283918245879491e-01
7.393883573786033025e+01,2.536912626295294015e-01,-1.524133518572421409e-01
7.385543384860309857e+01,2.738560697854876547e-01,-2.198005764756718605e-01
7.320795678628022074e+01,1.865314955817669595e-01,6.213737846262237241e-01
7.389364992079026706e+01,2.053581860008097393e-01,3.651975239780780313e-01
7.410293399687267879e+01,2.692633833972156165e-01,-1.099595275394951166e-01
7.354669305864238993e+01,1.902472874357010457e-01,5.204519552841135877e-01
7.293630852509667761e+01,1.883152508114159240e-01,6.627556898473461189e-01
7.443654845787673935e+01,2.413023161835800012e-01,-1.154769797048791347e-01
7.404380489490684170e+01,2.105802813722759681e-01,2.854895004611170961e-01
7.350659830459572674e+01,2.544144042407417428e-01,2.130864260181848380e-01
7.267803775817559142e+01,2.259662885124913423e-01,4.496844457839355158e-01
7.428187279413094757e+01,2.455273357312423299e-01,-1.465359109916226643e-01
7.344348512811799878e+01,1.791448064462944079e-01,5.275650643999885148e-01
7.413708666904254585e+01,2.099887393682102754e-01,1.570431748527711946e-01
7.411520588997638015e+01,2.674102327035868254e-01,-1.100413737097643008e-01
7.363696713551952655e+01,2.571623804971295835e-01,1.538913150346061798e-01
7.441243912585692044e+01,2.446231381599562604e-01,-1.137115115761369033e-01
7.283884366066446603e+01,2.200998307835566048e-01,3.878053396039051748e-01
7.281209114413059069e+01,2.427373238880157769e-01,3.859063250618133267e-01
7.268695801669839796e+01,2.273699181401290514e-01,4.719324854647330980e-01
7.440457105887628586e+01,2.421126702442360501e-01,-8.639177911964024403e-02
7.338794438611554938e+01,2.366468610800852856e-01,3.570267269185833925e-01
7.299791109606326245e+01,2.036053740003848644e-01,5.948207246588603780e-01
7.307257523823406586e+01,2.078392455234588376e-01,5.657651233868605800e-01
7.361829044092385743e+01,1.968796239073676568e-01,4.712779378726992263e-01
7.305726730602211205e+01,1.824407136835063670e-01,5.598223211196655669e-01
7.297148893942771508e+01,1.812895866886023721e-01,6.439031816356575177e-01
7.333113221690508965e+01,2.622204025814597328e-01,1.771916666539077312e-01
7.358032954952471982e+01,2.738715252645562148e-01,-9.640415609414532128e-03
7.424715617426544156e+01,2.358685530365869365e-01,7.239166594692836298e-02
7.268539008879426433e+01,2.221665809194194319e-01,5.083140505023795441e-01
7.407099778224349507e+01,2.054624295126246947e-01,2.444627733316240281e-01
7.434580416904148592e+01,2.467764136671977138e-01,-5.680535276925580135e-02
7.346866386713372776e+01,1.978775266388115850e-01,5.108895834127746838e-01
7.425068996285079947e+01,2.322200080899130825e-01,-3.598740810595213446e-02
7.283523062719105212e+01,2.201058438453903088e-01,3.960829217242896050e-01
7.413036763611590629e+01,2.182057008958255551e-01,8.503932741111341898e-02
7.387535933679720301e+01,2.280668802434976106e-01,4.054793489700081466e-02
7.290066934634124607e+01,2.440383762339649043e-01,2.695796282497378016e-01
7.405298316801457759e+01,2.603584592829067956e-01,-1.877452847385039369e-01
7.279359994706824466e+01,1.917324044519831405e-01,5.941961466735703468e-01
7.362934514145432274e+01,1.865070896661884248e-01,4.468105979332408495e-01
7.302340750628792421e+01,2.202179321391884992e-01,5.135698010009690506e-01
7.374302273075213066e+01,2.094528982898460623e-01,3.879195194469691188e-01
7.308994558998109881e+01,2.613404831722220822e-01,1.589318003212083497e-01
7.290588020152797810e+01,1.981701674706400906e-01,6.189237648533438829e-01
7.353762633143101368e+01,2.711865163951710511e-01,-7.505819114212153309e-02
7.393842463278144805e+01,2.022337157592241086e-01,2.488732435551801458e-01
7.290030053859919690e+01,2.438194511379971341e-01,3.702275555443401700e-01
7.318431515887584737e+01,2.011602509931991190e-01,3.887894480904758865e-01
7.342835760526845945e+01,2.717107807041228562e-01,-1.586575557644032131e-02
7.432579894682444888e+01,2.350824604111163285e-01,-3.736107493538343149e-02
7.296570486817711298e+01,1.945987099968155831e-01,6.203506321743192942e-01
7.416729038646070649e+01,2.165225703772649668e-01,1.154794528703950718e-01
7.369329011465873691e+01,2.621328072536049381e-01,8.207532828035191130e-02
7.331687430306298836e+01,2.215225041842626974e-01,4.485928691505431942e-01
7.334948902179030483e+01,2.538957771821616638e-01,2.375614964790564443e-01
7.394678965484904154e+01,2.527683759399622643e-01,7.694294042675853262e-02
7.368316675898942947e+01,2.647728686202159287e-01,-1.093398069530073791e-01
7.290994854975014050e+01,2.196929843616414468e-01,3.730868268786080577e-01
7.273894792898663297e+01,2.019190815493611402e-01,5.649935264311292116e-01
7.390873555638020775e+01,2.083985456317631324e-01,3.256143752136031466e-01
7.388268263105489098e+01,2.065932584689330886e-01,2.112706670633830441e-01
7.324301515383537264e+01,2.202963826494951372e-01,2.535501688909143070e-01
7.314470550578298003e+01,2.513996017616412781e-01,2.894400583877754229e-01
7.406235348208497271e+01,2.079274444910368669e-01,2.240355092684351845e-01
7.365019222090610640e+01,2.609104867900088331e-01,1.027827834755310477e-01
7.367167393717041080e+01,2.687902064907344291e-01,-1.114615519309931635e-01
7.350698602090604084e+01,2.242058232727385247e-01,1.560849330782785316e-01
7.289386024337369463e+01,2.140379696760024986e-01,4.127760193995149152e-01
7.356442572135495084e+01,1.868322317355862461e-01,4.571572446936134071e-01
7.347557558885814899e+01,1.977390574732902362e-01,3.477232512424102140e-01
7.416206435110377981e+01,2.620167703919330515e-01,-1.897991756107604289e-01
7.323143676635565669e+01,2.606642009901536383e-01,1.881302889635385611e-01
7.328724702050647011e+01,1.871571887348552621e-01,4.765151948889885247e-01
7.348935234157686125e+01,1.858081947140285128e-01,4.986259392197673890e-01
7.345248743572685157e+01,2.393622041433928205e-01,3.140312901227959586e-01
7.389797373217815846e+01,1.998107285921046083e-01,3.243819153623483942e-01
7.290995629382375398e+01,1.949912265724184357e-01,6.175167279117310670e-01
7.279847358905119847e+01,2.129388904464288856e-01,5.580456295844653525e-01
7.414067391379661842e+01,2.616994149551153948e-01,-1.869490348235216537e-01
7.344183966577796241e+01,1.871070604608274790e-01,5.216395390726269454e-01
7.413727532891874716e+01,2.604818070061599711e-01,-7.922891861505210187e-02
7.374806544923754359e+01,2.475541535606065602e-01,1.773033573940967500e-01
7.286032452415200567e+01,1.952794410448234763e-01,6.159065193371988656e-01
7.404621875987369606e+01,2.567518369599566808e-01,-1.216873700785381374e-03
7.375648870619994568e+01,2.204525433444411431e-01,3.297821650371197677e-01
7.305908313874253679e+01,2.533068610863022374e-01,2.669536321924885769e-01
7.370230344063301686e+01,2.710888573348051445e-01,-1.104620075745637031e-01
7.383860981649016253e+01,2.722285903075941649e-01,-1.332600511228760887e-01
7.287347142643859854e+01,2.116759325494163846e-01,4.397266932748902235e-01
7.275197716489513766e+01,2.182626033506407659e-01,5.129115762374301113e-01
7.286825698410733310e+01,2.403480048539598790e-01,3.327306339547124736e-01
7.408864931456685099e+01,2.154733237147987424e-01,2.086738620408139511e-01
7.301359046920140372e+01,2.460015781044205818e-01,3.351000336779472732e-01
7.331655438020267468e+01,1.960169619164455201e-01,4.017504741404511748e-01
7.286583141805184027e+01,2.402657214310460199e-01,3.606587788244031145e-01
7.385225335399128710e+01,2.694631623134669529e-01,-1.443967361930607041e-01
