7.405043387101119379e+01,2.243047580395948870e+00
7.183106170789722000e+01,1.754836159268153395e+00
7.196367842107194690e+01,1.817372319847764706e+00
7.218130085283847563e+01,1.720522834423899194e+00
7.311041535494570098e+01,1.884156887417954840e+00
7.229917300774202715e+01,1.930558601222085002e+00
7.256025480044644382e+01,2.002790551011428111e+00
7.376700027808836069e+01,2.208342268595758551e+00
7.379757037628388616e+01,2.194920530745410492e+00
7.382069478993528833e+01,2.170459194622693655e+00
7.204726065252314982e+01,1.791000240183649783e+00
7.209436851769697796e+01,1.761644220145405226e+00
7.212535672987276314e+01,1.757012502696112310e+00
7.207184143089166639e+01,1.804978209273038425e+00
7.245436201300053369e+01,1.961662923063163699e+00
7.376679299011237845e+01,2.168913617308726671e+00
7.218815171747968407e+01,1.865795662129830390e+00
7.213363406806840317e+01,1.762788867181925845e+00
7.350613132920017279e+01,2.177549672800566327e+00
7.371239056584927596e+01,2.109010387696441668e+00
7.261746368328829249e+01,1.804476607758107809e+00
7.292993279541225604e+01,2.079906560099552326e+00
7.373431760315108363e+01,2.169382750740689758e+00
7.350463366942793186e+01,2.174668934713535506e+00
7.234609263485563702e+01,1.920131797346437130e+00
7.368506394600667875e+01,2.175160404167825856e+00
7.225472666499219088e+01,1.767622664077085126e+00
7.247781737651612843e+01,1.960247608736608083e+00
7.222729023617750954e+01,1.872193886819292885e+00
7.286046836312578989e+01,1.853039998581411885e+00
7.361275721303088915e+01,2.175050897923231474e+00
7.263113555607769456e+01,2.003126253293105119e+00
7.371611997091507362e+01,2.140425087931748571e+00
7.304200414736645541e+01,2.098938687600794495e+00
7.367426653566417372e+01,2.103137523508155748e+00
7.267664923734915305e+01,2.014660049578444578e+00
7.309689552382167221e+01,2.109432796140501942e+00
7.286766321213163167e+01,1.855736254134337626e+00
7.219701689982126425e+01,1.773179498832770928e+00
7.329292217624880834e+01,1.960074454405679623e+00
7.338869804789149498e+01,2.155814559285433862e+00
7.340341168808289751e+01,1.993929824012905305e+00
7.331425403165876276e+01,2.145554216245982637e+00
7.233626268185800257e+01,1.910842868294985619e+00
7.301061508513468823e+01,1.888225998695527874e+00
7.367699508343338266e+01,2.159131109091800838e+00
7.266896570482953166e+01,1.820152824072443387e+00
7.334674168302096575e+01,1.978011024383227179e+00
7.262799711306698214e+01,1.813510844890061646e+00
7.226661350354207514e+01,1.778147828436969391e+00
7.362092655807146002e+01,2.163124629425742018e+00
7.352341390755221084e+01,2.040995705181951170e+00
